RepRapFirmware height map file v2 generated at 2024-02-07 13:31, min error -0.286, max error 0.208, mean -0.009, deviation 0.138
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,285.00,20.00,180.00,-1.00,40.00,40.00,8,5
 -0.286, -0.174, -0.101, -0.069,  0.008,  0.141,  0.208,  0.175
 -0.232, -0.145, -0.052, -0.022,  0.057,  0.153,  0.205,  0.156
 -0.249, -0.127, -0.043, -0.024,  0.038,  0.138,  0.172,  0.111
 -0.252, -0.133, -0.063, -0.017,  0.036,  0.105,  0.153,  0.085
 -0.249, -0.145, -0.070, -0.049,  0.007,  0.068,  0.102,  0.034
